id,num_origin,nu
G701161002002720,100,100
S003261001001010,100,100
G006961001002110,100,100
G181261001000620,100,100
G065E61002000720,100,100
G004061002000910,100,100
G065E61006001420,100,100
G007061001000310,100,100
G300161001003020,100,100
G002061003000820,100,100
G701161001000820,100,100
G002261001000210,100,100
G065W61002000510,100,100
G008561002000610,100,100
S002761001000620,100,100
G006561006001110,100,100
G701161001001020,100,100
G065W61003000220,100,100
G004061002000510,100,100
S101561001000120,100,100
G000561005000320,100,100
G008561001001120,100,100
G004061001001220,100,100
G006561011000710,100,100
G007061001001120,100,100
G003061006000610,100,100
G002261001002210,100,100
G065W61001000610,100,100
G065E61005000910,100,100
G007061006001420,100,100
G007061002000820,100,100
G000561005000310,100,100
G065E61005000110,100,100
G003061003002010,100,100
G000561004000910,100,100
G004061001001410,100,100
G003061003001810,100,100
G006561011000910,100,100
S001461001000210,100,100
G006561008002210,100,100
G065E61004001020,100,100
G006561005000410,100,100
G002061003000910,100,100
G006561013001420,100,100
G351161002002210,100,100
G000561001002220,100,100
G691161001000110,100,100
G065W61001001020,100,100
G065W61003001420,100,100
G002061003001110,100,100
G065E61001000310,100,100
G000561002000810,100,100
G181261003001310,100,100
G065E61003000320,100,100
G003061003001610,100,100
G006561006001420,100,100
G006561009000110,100,100
G221161002000310,100,100
S002161001000110,100,100
G002261001002420,100,100
G003061006001520,100,100
G065E61006000120,100,100
S000161001000810,100,100
G002061002000920,100,100
G300161001000810,100,100
G000561004001010,100,100
G000561005001410,100,100
G006561009000120,100,100
G701161002000320,100,100
G351161003000820,100,100
G701161001003210,100,100
G181261003001420,100,100
G003061001001810,100,100
G004061001001520,100,100
G002261001002010,100,100
G006561011000420,100,100
G006561007000720,100,100
G000561005000510,100,100
G691161001000420,100,100
S002161001000910,100,100
G065E61004000720,100,100
G006561002000320,100,100
G065E61005000410,100,100
G006561005000910,100,100
G003061003002220,100,100
G701161002001320,100,100
G002061001001020,100,100
G006561006001310,100,100
G006561003000410,100,100
G065W61002001520,100,100
G000561002000420,100,100
G701161002002620,100,100
G065E61003000720,100,100
G000561005000710,100,100
G007061005000720,100,100
G006561004000310,100,100
G065E61001001310,100,100
G006561007000610,100,100
G300161001000210,100,100
S003061001000420,100,100
G701161002000610,100,100
G003061003000720,100,100
G065E61004001410,100,100
G351161001000320,100,100
G065W61002002020,100,100
G008561003000910,100,100
G008561001000420,100,100
G300161001003420,100,100
G006561012000220,100,100
G000561006000120,100,100
G065E61002000810,100,100
G004061002001410,100,100
G030N61001000120,100,100
G003061006001620,100,100
G002261001002410,100,100
G000561001000910,100,100
G004061002000310,100,100
G004061002001810,100,100
G006561013001410,100,100
G006961001000920,100,100
G300161001000220,100,100
G002061003000110,100,100
G000561006000620,100,100
G007061006001320,100,100
G002061003000620,100,100
G004061002001320,100,100
G065E61001000620,100,100
G065W61001001710,100,100
G065E61006000110,100,100
G065W61003000520,100,100
G007061003000420,100,100
G000561003000110,100,100
G030N61001001410,100,100
G006561008002310,100,100
G007061001000410,100,100
G065E61004000620,100,100
G008561004000610,100,100
G003061003002610,100,100
G701161002000620,100,100
G065E61006001410,100,100
G065W61003000320,100,100
G008561004000510,100,100
G006961001001210,100,100
G065E61002001020,100,100
G006561009001410,100,100
G003061002000420,100,100
G006561001000520,100,100
G002261001001910,100,100
G000561005001220,100,100
G065W61002000420,100,100
G003061001000710,100,100
G701161001002920,100,100
G000561002000120,100,100
G701161002001220,100,100
S003061001001220,100,100
G065E61005000210,100,100
G002261001000610,100,100
G065W61002001420,100,100
G006561013000510,100,100
G003061006001020,100,100
G030N61001000710,100,100
S001561001000610,100,100
G000561002000820,100,100
G065W61002000610,100,100
G006561008002220,100,100
G007061002001120,100,100
S001461001000310,100,100
G701161001001820,100,100
G003061006001010,100,100
G000561004001220,100,100
G004061002000520,100,100
G000561001002310,100,100
G701161001001520,100,100
G006561008000310,100,100
G004061001000910,100,100
G007061002000310,100,100
G002061001000320,100,100
G351161003001310,100,100
G006561007000510,100,100
G006561013001210,100,100
G221161001000720,100,100
G006561003000510,100,100
G065W61003000710,100,100
G065E61006000510,100,100
G701161002002820,100,100
G065E61006001110,100,100
G008561003000220,100,100
S002161001000320,100,100
G006561005000820,100,100
G006561009000920,100,100
G006561011000220,100,100
G006561001000920,100,100
G004061002000720,100,100
G300161001002710,100,100
G221161001000910,100,100
G007061002000420,100,100
G006561011000510,100,100
G002061001000520,100,100
G300161001003210,100,100
G065W61003001610,100,100
G065E61004000510,100,100
G701161001000910,100,100
G004061001001110,100,100
S003061001000210,100,100
G701161001000310,100,100
G007061004000220,100,100
G030N61001001820,100,100
G004061001000220,100,100
G003061003000510,100,100
G701161001001720,100,100
G006561004000620,100,100
S002161001000220,100,100
G003061002000120,100,100
G181261001000710,100,100
G065W61002000110,100,100
G006961002000210,100,100
G007061005000510,100,100
G065E61001000610,100,100
S101561001000510,100,100
G065E61001000210,100,100
G006561007000710,100,100
G065E61003000620,100,100
G006561011000620,100,100
S101561001000310,100,100
G181261003000920,100,100
G691161001000720,100,100
G065E61001000410,100,100
G065E61003000420,100,100
G065W61002001310,100,100
G003061001001510,100,100
G008561001000320,100,100
G701161002000910,100,100
G691161001000520,100,100
G008561002000210,100,100
G351161003001220,100,100
G300161001001310,100,100
G003061007000310,100,100
G000561004001310,100,100
S003061001001210,100,100
G006561006000620,100,100
G008561003000110,100,100
S002761001000910,100,100
G300161001001610,100,100
G065W61003000820,100,100
G006561011000110,100,100
G000561003000210,100,100
G003061007000320,100,100
G351161003000110,100,100
G701161002002710,100,100
G004061001000110,100,100
G004061002002120,100,100
G421361001000710,100,100
G007061002000910,100,100
G008561001001410,100,100
G065E61004000920,100,100
G004061001000410,100,100
G004061001001420,100,100
G002061003000210,100,100
G000561001001520,100,100
G008561001000610,100,100
S003261001000120,100,100
G065W61004000410,100,100
S002161001000120,100,100
G065W61002000820,100,100
G030N61001001420,100,100
G003061003001910,100,100
G002261001001410,100,100
G221161001001110,100,100
G007061005000620,100,100
G006561008002320,100,100
G351161003000610,100,100
G030N61001000920,100,100
G000561002000510,100,100
G003061007000110,100,100
G300161001001710,100,100
G002061001000620,100,100
G351161003000710,100,100
G000561002000720,100,100
G003061003002520,100,100
G006561007000910,100,100
G007061005001420,100,100
G006561008001310,100,100
G065E61005001320,100,100
G701161002002410,100,100
G065E61006001620,100,100
S003061001000110,100,100
G004061001000620,100,100
G006561011000410,100,100
G065E61004001210,100,100
G701161002002520,100,100
G003061003000110,100,100
G065W61003001210,100,100
G065W61001001420,100,100
G065W61001000120,100,100
S101561001000210,100,100
G030N61001001120,100,100
G002261001002320,100,100
G006561009001520,100,100
G000561002000220,100,100
G065E61004000910,100,100
G065E61004001120,100,100
G030N61001002110,100,100
G030N61001001710,100,100
G701161002000810,100,100
S000161001000310,100,100
G003061001001710,100,100
G004061002000210,100,100
G003061001001410,100,100
G006561009001210,100,100
G006561009000320,100,100
G000561004000520,100,100
G221161001001220,100,100
G181261003000810,100,100
G065E61006000920,100,100
S003061001000810,100,100
S101561001000520,100,100
G008561001000620,100,100
G006561003000710,100,100
G002061003000520,100,100
G065W61003001620,100,100
G065E61005001220,100,100
G065E61006000620,100,100
G008561004000420,100,100
G006561011000320,100,100
G000561002000320,100,100
G300161001000610,100,100
G065W61002001110,100,100
G065W61001001210,100,100
G003061001000820,100,100
G351161003000810,100,100
G221161001001310,100,100
G004061001000720,100,100
G002061003000510,100,100
G002261001001720,100,100
G701161001002010,100,100
G701161002001120,100,100
G065E61001000520,100,100
G351161002002010,100,100
G007061003000120,100,100
S003261001000520,100,100
G003061001001420,100,100
G006561009000820,100,100
S003261001001120,100,100
G701161002001110,100,100
G006961001000420,100,100
G002061002000310,100,100
G181261001000410,100,100
G003061001001720,100,100
S003261001000620,100,100
G030N61001000410,100,100
S003061001000820,100,100
G008561002000910,100,100
G351161002000920,100,100
G221161001000310,100,100
G065W61002001510,100,100
G065W61004000120,100,100
G065W61001001620,100,100
G007061002000810,100,100
S101561001000420,100,100
G006561008002010,100,100
G006561002001020,100,100
S000161001000510,100,100
G421361001000320,100,100
G000561001002010,100,100
G000561005000620,100,100
G002261001000110,100,100
G006961002000420,100,100
G004061001000810,100,100
G006561013000920,100,100
S003061001000310,100,100
G004061002001110,100,100
G007061006001910,100,100
G000561001001110,100,100
G000561001001220,100,100
G006561004000220,100,100
S003061001000920,100,100
G421361001000220,100,100
G351161002002110,100,100
G065W61001000710,100,100
G006561002000420,100,100
G006561005000510,100,100
G065E61002000820,100,100
G006561006001320,100,100
G181261001000520,100,100
G000561003000610,100,100
G351161002002510,100,100
G351161002001310,100,100
G221161002000220,100,100
G300161001002220,100,100
G006561013000410,100,100
G006561003000310,100,100
G701161002000710,100,100
G008561002000410,100,100
G065E61001001510,100,100
G006561007001110,100,100
G006561007000620,100,100
S000161001000820,100,100
G701161001001310,100,100
S002761001000320,100,100
G065E61004001110,100,100
G006561013000220,100,100
G065E61005000520,100,100
G300161001001110,100,100
G065W61003000210,100,100
G003061001000720,100,100
G065W61003001310,100,100
G351161003001520,100,100
G701161002000220,100,100
G006561008002110,100,100
G181261001000610,100,100
G004061002001020,100,100
G008561004000310,100,100
G004061002001710,100,100
G000561004001110,100,100
G065W61001001610,100,100
G003061001002310,100,100
G065E61006000910,100,100
G006561007000310,100,100
G002061002000810,100,100
G000561006000410,100,100
G003061006000510,100,100
S101561001000410,100,100
S003061001000410,100,100
G000561001000820,100,100
G004061001000820,100,100
G065E61001000120,100,100
G300161001001920,100,100
G221161001000610,100,100
G181261003000610,100,100
G006561004000410,100,100
G007061005001220,100,100
G002061002000220,100,100
G351161002000720,100,100
G221161001001810,100,100
G006561007000210,100,100
G221161002000620,100,100
G300161001003310,100,100
G351161002002420,100,100
G300161001002620,100,100
G006561013001020,100,100
G006961001000120,100,100
G065E61001001010,100,100
G065W61001001110,100,100
G065E61004000520,100,100
G006561011001210,100,100
G006561005000420,100,100
G007061002000720,100,100
G181261001000220,100,100
G000561004000510,100,100
G006561004000610,100,100
G006561001000510,100,100
G300161001002210,100,100
G002061003001210,100,100
G065E61006001510,100,100
G300161001002410,100,100
G006561009000310,100,100
G030N61001002410,100,100
G006561013001310,100,100
G003061006000120,100,100
G002061003001220,100,100
G002261001002020,100,100
G351161002000610,100,100
G065W61001000110,100,100
G701161002001820,100,100
G002061003000420,100,100
G181261003000320,100,100
G006961001002120,100,100
G701161001001920,100,100
G008561002000810,100,100
G065W61004000710,100,100
G351161001000110,100,100
G181261003001410,100,100
G065W61004000910,100,100
G003061007000210,100,100
G300161001000520,100,100
G006561002000310,100,100
G065E61004000420,100,100
G065W61001001310,100,100
G006561002000110,100,100
S003061001000610,100,100
G691161001000120,100,100
S000161001000710,100,100
G065W61002000910,100,100
G351161002001110,100,100
G002061002001020,100,100
G003061001000320,100,100
G065W61002000220,100,100
S001461001000410,100,100
G006961001001820,100,100
G006561011000210,100,100
G065W61003000720,100,100
G691161001000810,100,100
G221161002000320,100,100
G065E61004000410,100,100
S001561001000220,100,100
S001561001000310,100,100
G300161001002520,100,100
S003061001000320,100,100
G181261001000420,100,100
G002061003000310,100,100
G221161001000810,100,100
G006561009000410,100,100
G065E61004000710,100,100
G000561005001020,100,100
G004061001001310,100,100
G221161001001120,100,100
G006561013001120,100,100
G006561013000310,100,100
G007061005001320,100,100
G002261001000520,100,100
G007061005001010,100,100
G007061002000620,100,100
S001461001000220,100,100
G000561001000510,100,100
G004061002000420,100,100
G065W61001001220,100,100
G000561001002110,100,100
G006561005000610,100,100
G701161002000420,100,100
G351161003001420,100,100
G008561003000410,100,100
S003061001001010,100,100
G008561003000510,100,100
G351161001000420,100,100
G006561002000810,100,100
G007061002000220,100,100
G000561006000110,100,100
G008561002000520,100,100
G006961001000910,100,100
G181261003000710,100,100
G006561011000720,100,100
G065W61001000720,100,100
S002861001000420,100,100
G300161001001520,100,100
G006561014000120,100,100
G701161002001020,100,100
G181261003001020,100,100
G002061003001010,100,100
G006561001000810,100,100
G003061003002320,100,100
G030N61001000720,100,100
G030N61001002420,100,100
G006561001000220,100,100
G008561004000220,100,100
G421361001000820,100,100
G000561005001610,100,100
G006561007000410,100,100
G002061002000910,100,100
G181261003000620,100,100
G000561001001420,100,100
G701161001000320,100,100
G000561005000210,100,100
G003061005000210,100,100
G007061001000420,100,100
G065W61003001110,100,100
G003061003002420,100,100
G000561002000610,100,100
G221161001001010,100,100
G701161002001720,100,100
G007061007000220,100,100
G002061002000610,100,100
G003061007000220,100,100
G181261001000720,100,100
G006961001002210,100,100
G000561001001410,100,100
G300161001000710,100,100
G065E61004000610,100,100
G030N61001000820,100,100
G003061004000210,100,100
G006561002000720,100,100
G006561004000520,100,100
G300161001002610,100,100
G008561001001210,100,100
G008561004000410,100,100
G006561012000210,100,100
G006561003000820,100,100
G002061001000720,100,100
G000561006000510,100,100
G002261001001520,100,100
G006561001000820,100,100
G421361001000210,100,100
G701161001001220,100,100
G000561004000110,100,100
G351161003000720,100,100
G221161002000910,100,100
G030N61001002210,100,100
G701161001000620,100,100
G008561002000110,100,100
G006961002000520,100,100
G221161001000920,100,100
G008561001001310,100,100
G065W61002001020,100,100
G221161002000410,100,100
G065W61003001010,100,100
G701161002001520,100,100
G002061003001320,100,100
G000561001000620,100,100
G000561006000320,100,100
G030N61002000210,100,100
G000561006000610,100,100
G006961001001520,100,100
G065E61005000510,100,100
G008561001001110,100,100
G421361001000920,100,100
G065E61005000120,100,100
G065W61002002010,100,100
G004061002000920,100,100
G007061005001520,100,100
G030N61001000620,100,100
G002061003001410,100,100
G181261003000120,100,100
G701161001002120,100,100
G030N61002000310,100,100
G006561006000420,100,100
G003061006000210,100,100
G000561001001120,100,100
S003061001000910,100,100
G065E61001001320,100,100
G065W61004000420,100,100
G007061002001320,100,100
G008561001000520,100,100
G002061002000210,100,100
G300161001002020,100,100
G701161001000610,100,100
G351161002001910,100,100
G003061006000520,100,100
G002061002000820,100,100
G065W61003001510,100,100
G006561007000120,100,100
G006961001001410,100,100
G065W61003000110,100,100
G351161001000310,100,100
G065E61006000710,100,100
G300161001002010,100,100
G000561003000910,100,100
G006961001000320,100,100
G003061006001220,100,100
G003061005000520,100,100
G006561006000410,100,100
S002761001000920,100,100
G181261003000510,100,100
G701161002001920,100,100
