id,speed_origin,speed
G006561004000210_12.0,42.9,42.9
G006561004000310_12.0,32.7,32.7
G065E61002000520_13.0,37.2,37.2
G065E61002000420_13.0,45.9,45.9
G065E61002000320_13.0,46.7,46.7
G065E61002000720_13.0,14.7,14.7
G002261001000310_11.0,42.1,42.1
G002261001002310_11.0,31.7,31.7
G002261001000410_11.0,42.7,42.7
G006561006000710_11.0,26.1,26.1
G003061001000910_12.0,28,28
G003061001000120_16.0,41.4,41.4
S002161001000210_16.0,37.2,37.2
S101561001000110_11.0,26,26
S101561001000210_11.0,46.3,46.3
G181261001000310_11.0,33.8,33.8
G181261001000410_11.0,41.2,41.2
G181261001000510_11.0,403.6,50
G181261001000610_11.0,55.5,50
G007061006001520_16.0,40,40
G065E61006000520_11.0,45.6,45.6
G065E61006000420_11.0,44.1,44.1
G181261003000510_15.0,16.6,16.6
G003061003001710_13.0,43.9,43.9
G003061006000110_13.0,47.3,47.3
G003061006000210_13.0,46.4,46.4
G003061006000310_13.0,44.7,44.7
G003061006000510_13.0,48.2,48.2
G008561004000410_13.0,20.1,20.1
G008561003000110_13.0,42.4,42.4
G008561003000210_13.0,39.8,39.8
G008561003000310_13.0,45,45
G008561003000410_13.0,19.8,19.8
G008561002000110_13.0,45,45
G701161002001410_16.0,40.3,40.3
G065E61002000720_14.0,13.3,13.3
G221161001000420_11.0,44.2,44.2
G701161001000720_16.0,32.5,32.5
G701161001000620_16.0,43.5,43.5
G701161001000520_16.0,33.1,33.1
G701161001000420_16.0,38.9,38.9
G701161001000320_16.0,40.1,40.1
G701161001000410_16.0,37.9,37.9
G701161001000510_16.0,34.9,34.9
G701161001000610_16.0,35,35
G701161001000710_16.0,46.5,46.5
G006561005000110_14.0,44.1,44.1
G006561005000210_14.0,43.5,43.5
G006561006000910_14.0,41.4,41.4
G006561007000110_14.0,39.6,39.6
G003061006001020_14.0,46.2,46.2
G003061003001120_14.0,86.2,50
G003061003001020_14.0,67.3,50
G003061003000920_14.0,48.1,48.1
G006561008000410_16.0,30.9,30.9
G065E61002000720_11.0,16.5,16.5
G065E61002000310_11.0,44.1,44.1
G065E61002000410_11.0,45.6,45.6
G065E61002000510_11.0,44.6,44.6
G008561002000420_16.0,46.2,46.2
G008561002000320_16.0,46.2,46.2
G065E61005000320_13.0,2.6,2.6
G065E61005000220_13.0,184.6,50
G351161002000810_13.0,22.3,22.3
S101561001000120_16.0,26.8,26.8
G006561001000520_11.0,42.9,42.9
G006561001000420_11.0,47.2,47.2
G006561001000320_11.0,42.2,42.2
G006561001000220_11.0,48.2,48.2
G000561001000220_14.0,30,30
S001561001000220_1.0,56.1,50
G701161002000220_16.0,44.4,44.4
G006561011000420_16.0,29.5,29.5
G065E61002000220_13.0,46.2,46.2
G000561001000820_13.0,36.8,36.8
G000561001000720_13.0,44.9,44.9
G006961001000920_12.0,43.7,43.7
G003061002000120_15.0,45.4,45.4
G003061001001320_15.0,45.7,45.7
G003061001001220_15.0,44.9,44.9
G003061001000420_15.0,44.3,44.3
G003061001000320_15.0,43.4,43.4
G003061001000220_15.0,42.7,42.7
G000561001000410_1.0,56.1,50
G008561001000410_12.0,44.2,44.2
G003061001000910_14.0,27,27
G003061001001020_12.0,42.6,42.6
G006961001001020_13.0,26,26
G002061003000220_14.0,43.1,43.1
G065E61006000320_11.0,44.9,44.9
G065E61002000120_14.0,37.8,37.8
G065E61005000720_14.0,43.5,43.5
G007061005000510_13.0,41.3,41.3
G000561001000620_13.0,32,32
G000561001002320_13.0,156.7,50
G000561001000520_13.0,24.8,24.8
G000561001000420_13.0,38.3,38.3
G007061004000210_14.0,35.3,35.3
G007061004000310_14.0,42.9,42.9
G007061005000510_14.0,41.7,41.7
G006961001001020_14.0,23.1,23.1
G006961001000920_14.0,43.7,43.7
G006961001000820_14.0,43,43
G006961001000720_14.0,34.5,34.5
G006961001000620_14.0,39.5,39.5
G006961001000520_14.0,33.8,33.8
G006961001000420_14.0,39.1,39.1
G006961001000320_14.0,37.6,37.6
G351161001000420_14.0,43.1,43.1
G000561003000320_2.0,49.9,49.9
G000561003000120_2.0,42.4,42.4
G300161001001320_2.0,52.4,50
G300161001001220_2.0,47.1,47.1
G300161001001120_2.0,44.8,44.8
G300161001001210_2.0,45.4,45.4
G003061003000110_2.0,48.7,48.7
G003061003000210_2.0,53,50
G030N61001001510_2.0,94.4,50
G030N61001001610_2.0,52.1,50
G181261001000520_22.0,37.8,37.8
G181261001000420_22.0,227.9,50
G003061004000120_16.0,41.7,41.7
G000561006000220_11.0,38.8,38.8
G000561006000120_11.0,39.6,39.6
G008561002000120_11.0,46.2,46.2
G300161001001920_13.0,40.2,40.2
G300161001001820_13.0,36.4,36.4
G300161001000120_13.0,40.8,40.8
G007061005000610_13.0,35.6,35.6
G007061006001210_13.0,40,40
G007061006001310_13.0,35.5,35.5
G007061007000210_13.0,9.7,9.7
G007061006001410_13.0,26,26
G007061006001510_13.0,29.7,29.7
G701161002000510_11.0,45.5,45.5
G701161002000610_11.0,44.8,44.8
G002061002000110_12.0,41.6,41.6
G002061002000210_12.0,44.6,44.6
G002061002000310_12.0,276,50
G002061002000410_12.0,33.2,33.2
G002061002000510_12.0,39.7,39.7
G002061002000610_12.0,39.4,39.4
G002061003000110_12.0,7.4,7.4
G002061003000210_12.0,47.3,47.3
G003061003000510_13.0,52.1,50
G003061003000610_13.0,41.7,41.7
G003061003000520_13.0,40.9,40.9
G003061002000310_3.0,46.2,46.2
G300161001000420_3.0,34.1,34.1
G300161001000220_3.0,46,46
G300161001000120_3.0,48.3,48.3
G300161001001920_3.0,44,44
S000161001000210_3.0,39.8,39.8
S000161001000310_3.0,44.5,44.5
S000161001000410_3.0,49.6,49.6
S000161001000510_3.0,44.4,44.4
S000161001000420_3.0,43.9,43.9
S000161001000320_3.0,50.4,50
S000161001000220_3.0,47.5,47.5
G300161001001910_3.0,48.4,48.4
G300161001000110_3.0,44.7,44.7
G300161001000210_3.0,48.7,48.7
G300161001000410_3.0,48.4,48.4
G065E61006000410_11.0,44.4,44.4
G065E61001000410_11.0,44.4,44.4
G065E61003000420_16.0,40.1,40.1
G065E61004000520_11.0,41.8,41.8
G065E61004000420_11.0,40.4,40.4
G065E61004000320_11.0,44.6,44.6
G065E61004000220_11.0,42.3,42.3
G065E61004000120_11.0,44.3,44.3
G065E61001000920_11.0,22.6,22.6
G006561005000120_12.0,43.8,43.8
G006561004000420_12.0,45.2,45.2
G030N61001000420_15.0,42.7,42.7
G030N61001000220_15.0,44.1,44.1
G030N61001000120_15.0,43.8,43.8
G065W61003000420_13.0,32.4,32.4
G065W61003000320_13.0,42.7,42.7
G065W61003000220_13.0,34.8,34.8
G065W61003000120_13.0,33.8,33.8
G065W61002000820_13.0,41.9,41.9
G065W61002000720_13.0,36.9,36.9
G065W61002000620_13.0,34.5,34.5
G065W61002000420_13.0,37.2,37.2
G065W61002000320_13.0,33.9,33.9
G065W61002000220_13.0,42.6,42.6
G065W61002000410_13.0,47.9,47.9
G065W61002000510_13.0,44.3,44.3
G065W61002000710_13.0,41.3,41.3
G065W61002000810_13.0,46.4,46.4
G065W61003000110_13.0,49.2,49.2
G065W61003000210_13.0,31.8,31.8
G003061001001010_12.0,41.9,41.9
G003061001001110_12.0,42.2,42.2
G691161001000420_14.0,72.1,50
G691161001000320_14.0,27,27
G701161001001010_14.0,28.4,28.4
G701161001001210_14.0,44,44
G300161001000420_13.0,31.7,31.7
G300161001000220_13.0,40.3,40.3
G002061002000120_1.0,56.2,50
G181261003000510_14.0,21.7,21.7
G181261003000710_14.0,42.9,42.9
G181261003000810_14.0,44.2,44.2
G030N61001001520_12.0,44.8,44.8
S003061001000310_16.0,43.6,43.6
S003061001000510_16.0,36.9,36.9
S003061001000610_16.0,47.9,47.9
S003261001000210_12.0,36.9,36.9
S003261001000310_12.0,43.4,43.4
S003261001000610_12.0,42.9,42.9
G007061005000820_13.0,40.2,40.2
G007061005000720_13.0,45.4,45.4
G351161001000210_16.0,34.8,34.8
G007061006001610_16.0,35.4,35.4
G030N61001000110_14.0,33.5,33.5
G008561002000210_12.0,47,47
G000561005000910_12.0,38.7,38.7
G000561006000110_12.0,36.7,36.7
G000561006000210_12.0,37.5,37.5
G000561006000310_12.0,37.1,37.1
G002061001000410_11.0,33.3,33.3
G003061001000920_12.0,47.5,47.5
G000561001000310_14.0,41.7,41.7
G000561001000410_14.0,43.2,43.2
G006561005000520_12.0,42.8,42.8
G300161001000510_13.0,30.1,30.1
G300161001000610_13.0,39.6,39.6
S001561001000210_4.0,45.8,45.8
G007061006001420_11.0,40,40
G000561006000220_13.0,34.3,34.3
G000561006000120_13.0,34.8,34.8
G000561005000920_13.0,36.7,36.7
G008561002000220_13.0,43.5,43.5
G008561002000120_13.0,45.2,45.2
G002061003000620_12.0,43.5,43.5
G002061003000520_12.0,46.6,46.6
G002061003000420_12.0,44.8,44.8
G002061003000320_12.0,47.6,47.6
G002061003000220_12.0,44.4,44.4
G002061003000120_12.0,44.7,44.7
G006561003000110_12.0,30.8,30.8
G006561003000210_12.0,38.3,38.3
G006561003000310_12.0,36.3,36.3
G006561004000410_12.0,45.9,45.9
G006561005000110_12.0,45.5,45.5
G006561005000210_12.0,44.4,44.4
G006561005000410_12.0,46.1,46.1
G006561005000510_12.0,34.2,34.2
G002061001000520_11.0,33.2,33.2
S002861001000210_1.0,23.4,23.4
G300161001000910_16.0,38.8,38.8
S002761001000110_16.0,3,3
G003061006000410_12.0,42.4,42.4
G030N61001000210_14.0,47.2,47.2
G030N61001000410_14.0,45.8,45.8
G030N61001000510_14.0,40.6,40.6
G030N61001000610_14.0,46.2,46.2
G030N61001000710_14.0,46.4,46.4
G000561001002320_3.0,169.6,50
G000561001000520_3.0,27.1,27.1
G000561001000420_3.0,47,47
G007061005000720_3.0,45.2,45.2
G007061005000620_3.0,46.8,46.8
G007061005000520_3.0,35.7,35.7
G007061004000320_3.0,46.5,46.5
G007061004000120_3.0,29.1,29.1
G007061004000210_3.0,42,42
G007061005000510_3.0,44.3,44.3
G007061005000610_3.0,34.4,34.4
G007061005000710_3.0,42.9,42.9
G007061005000810_3.0,45,45
G007061005001110_3.0,45.2,45.2
G007061006001210_3.0,49,49
G007061006001310_3.0,45.8,45.8
G007061007000210_3.0,11.1,11.1
G007061006001410_3.0,27.3,27.3
G007061006001510_3.0,44.9,44.9
G007061006001610_3.0,47,47
S002861001000410_1.0,187,50
G004061001000410_1.0,49.6,49.6
G351161003000710_1.0,19.8,19.8
G000561004000210_1.0,40.8,40.8
G006561001000520_2.0,48.1,48.1
G006561001000420_2.0,52.4,50
G006561001000320_2.0,51,50
G181261001000620_11.0,44.5,44.5
G006561001000310_3.0,54,50
G006561001000410_3.0,53.4,50
G006561001000510_3.0,53.2,50
G006561001000610_3.0,45,45
G006561001000520_3.0,49.7,49.7
G006561001000420_3.0,53.2,50
G006561001000320_3.0,51.9,50
G006561001000220_3.0,54.1,50
G006561005000410_11.0,47.3,47.3
G006561006000110_11.0,43.4,43.4
S001561001000120_4.0,163.1,50
G181261003000120_4.0,52,50
G181261003000720_4.0,48,48
G181261003000810_4.0,54.6,50
G181261003001010_4.0,44.6,44.6
G006561001000610_4.0,45,45
S001461001000220_11.0,33.1,33.1
S001461001000120_11.0,61,50
G065E61001000820_11.0,42.1,42.1
G002061003000410_13.0,44.4,44.4
G002061003000510_13.0,45.8,45.8
G065W61001000110_12.0,42.1,42.1
G065W61001000210_12.0,45.7,45.7
G065W61001000310_12.0,40.1,40.1
G065W61001000410_12.0,40.6,40.6
G065W61001000510_12.0,45.6,45.6
G065W61001000610_12.0,47.3,47.3
S002861001000220_12.0,18.4,18.4
S002861001000120_12.0,40.1,40.1
G065E61006000120_11.0,29.3,29.3
G351161001000220_1.0,44.5,44.5
S002161001000210_1.0,54.5,50
G006561001000510_2.0,52.5,50
G006561001000610_2.0,43.3,43.3
G006561002000110_2.0,51.2,50
G006561001000620_2.0,52.7,50
S002161001000310_1.0,54.5,50
G300161001001820_3.0,47.4,47.4
G300161001001120_3.0,41.7,41.7
G300161001000920_3.0,41.6,41.6
G300161001000820_3.0,47.5,47.5
G300161001000720_3.0,50.5,50
G300161001000620_3.0,52.3,50
G300161001000520_3.0,49.5,49.5
G421361001000520_16.0,38.1,38.1
G003061006000910_16.0,39.5,39.5
G003061004000110_16.0,38.5,38.5
G003061005000110_16.0,42.1,42.1
G300161001001620_16.0,27.5,27.5
S003261001000220_23.0,41.5,41.5
G065E61001000320_23.0,41.5,41.5
G065E61001000220_23.0,45.6,45.6
G065E61001000120_23.0,18,18
G065E61001000210_24.0,27,27
G065E61001000310_24.0,44.1,44.1
S003261001000210_24.0,36,36
S003261001000310_24.0,41.9,41.9
S003261001000220_24.0,42,42
G065E61001000320_24.0,42.1,42.1
G065E61001000220_24.0,45.8,45.8
G065E61001000120_24.0,17.8,17.8
S003261001000410_24.0,44,44
S001561001000420_24.0,38.4,38.4
S003261001000420_24.0,38.1,38.1
S003261001000320_24.0,45.3,45.3
G065E61001000520_23.0,42.1,42.1
G065E61001000420_23.0,47,47
G300161001001220_15.0,38.1,38.1
G300161001001120_15.0,38.3,38.3
G300161001000920_15.0,33.2,33.2
G300161001000820_15.0,39.1,39.1
G300161001000720_15.0,40.7,40.7
G300161001000620_15.0,44.2,44.2
G300161001000520_15.0,43,43
G003061002000320_15.0,26.9,26.9
G003061002000220_15.0,38.8,38.8
G065E61002000520_15.0,37.5,37.5
G003061003000520_14.0,41.6,41.6
G003061001000120_12.0,41.9,41.9
G007061006001520_13.0,39.9,39.9
G007061006001420_13.0,20.7,20.7
G007061007000220_13.0,28.1,28.1
G004061002000410_14.0,43.8,43.8
G004061002000510_14.0,25.3,25.3
G004061002000710_14.0,39.8,39.8
G065E61003000420_14.0,33.9,33.9
G065E61003000320_14.0,34.5,34.5
G002261001000320_14.0,42.6,42.6
G065W61001000220_14.0,38.5,38.5
G701161002001310_16.0,35.4,35.4
G006961001000110_12.0,42.2,42.2
G351161001000420_12.0,41.9,41.9
G351161001000320_12.0,41,41
G351161001000220_12.0,38.2,38.2
G351161001000120_12.0,45.4,45.4
G351161002000820_12.0,26.1,26.1
G065E61005000420_12.0,30.6,30.6
G351161002000720_12.0,45.5,45.5
G351161002000620_12.0,44.3,44.3
G065E61002000210_11.0,32.2,32.2
G351161003000510_13.0,23.5,23.5
G065E61001000520_24.0,42.7,42.7
G065E61001000420_24.0,46.8,46.8
G065E61001000520_25.0,45.2,45.2
G065E61001000420_25.0,46,46
G065E61001000320_25.0,43.4,43.4
G065E61001000220_25.0,48.5,48.5
G065E61001000120_25.0,15.5,15.5
G065E61001000210_25.0,27.7,27.7
G065E61001000310_25.0,44.3,44.3
G065E61001000410_25.0,43.8,43.8
G065E61001000510_25.0,47.3,47.3
G065E61001000610_25.0,45.1,45.1
G006561007000420_14.0,37.1,37.1
G006561007000320_14.0,44.4,44.4
G006561007000220_14.0,42.9,42.9
G065W61001000520_14.0,39.3,39.3
G065W61001000420_14.0,41.1,41.1
G065W61001000320_14.0,38.4,38.4
G065W61001000120_14.0,51.6,50
G221161001000920_14.0,43.5,43.5
G221161001001820_14.0,134,50
S001461001000220_14.0,28.4,28.4
S001461001000120_14.0,59,50
G065E61004000420_14.0,39.1,39.1
G065E61004000320_14.0,42.3,42.3
G065E61004000220_14.0,40.6,40.6
G065E61004000120_14.0,43.2,43.2
G002061002000110_14.0,40.9,40.9
G181261003000310_14.0,41.1,41.1
G181261003000410_14.0,40.2,40.2
G181261003000910_14.0,44.6,44.6
G065E61001000210_14.0,31.3,31.3
G065E61001000310_14.0,43.8,43.8
G065E61001000410_14.0,41.1,41.1
G065E61001000520_3.0,51.7,50
G065E61001000420_3.0,55,50
G065E61001000320_3.0,47.1,47.1
G065E61001000220_3.0,54.4,50
G065E61001000120_3.0,33.7,33.7
G065E61001000210_3.0,37.5,37.5
G065E61001000310_3.0,53.7,50
G065E61001000410_3.0,51.5,50
G065E61001000510_3.0,54.5,50
G065E61001000610_3.0,51.8,50
G003061003000320_15.0,44.9,44.9
G030N61001001510_15.0,37.6,37.6
G030N61001001610_15.0,43.5,43.5
G065E61001000710_12.0,47.3,47.3
G065E61001000410_24.0,43.5,43.5
G065E61001000510_24.0,45.9,45.9
G065E61001000610_24.0,42.9,42.9
G065E61001000710_24.0,47.3,47.3
G065E61001000620_24.0,43.4,43.4
G065E61001000410_23.0,41.4,41.4
G065E61001000510_23.0,45.4,45.4
G065E61001000610_23.0,42.2,42.2
G000561001001220_11.0,45.8,45.8
G300161001001220_14.0,39.5,39.5
G300161001001120_14.0,40,40
G300161001000920_14.0,35.4,35.4
G300161001001210_14.0,41.1,41.1
S002161001000310_11.0,43.2,43.2
S002161001000410_11.0,42.9,42.9
S002161001000510_11.0,44.6,44.6
G221161002000620_11.0,20.6,20.6
G002061003000220_11.0,46,46
G006961001000820_12.0,43.8,43.8
G007061001000310_11.0,38.6,38.6
G007061001000510_11.0,44.9,44.9
G007061002000410_11.0,44.6,44.6
G007061002000510_11.0,44.6,44.6
G007061002000710_11.0,38.5,38.5
G007061002000810_11.0,56.9,50
G004061002001110_11.0,42,42
G006961001000310_12.0,40.6,40.6
G006961001000410_12.0,47,47
G006961001000510_12.0,45.9,45.9
G006961001000610_12.0,42.7,42.7
G006961001000710_12.0,42.8,42.8
G006961001000810_12.0,39.7,39.7
G006961001000910_12.0,45.7,45.7
G006561002000410_11.0,40.1,40.1
G002061002000510_11.0,42.4,42.4
G002061002000610_11.0,42,42
G007061006001610_11.0,38.6,38.6
G007061006001520_11.0,41.7,41.7
G221161002000320_12.0,39.8,39.8
G221161002000510_12.0,41,41
G221161002000610_12.0,38.5,38.5
S002161001000520_12.0,16,16
S002161001000420_12.0,43.6,43.6
S002161001000320_12.0,37.4,37.4
S002161001000220_12.0,43.3,43.3
G003061003000620_16.0,42,42
G008561001000220_16.0,42.5,42.5
G006561013000620_11.0,39.6,39.6
G006561013000320_11.0,39.2,39.2
G006561013000220_11.0,43.3,43.3
G006561013000120_11.0,43.4,43.4
G002061002000110_11.0,37.1,37.1
G002061002000410_11.0,40.2,40.2
G300161001001310_12.0,42.7,42.7
G006561006000610_11.0,45.6,45.6
G006561006000810_11.0,44,44
G006561007000410_11.0,42.7,42.7
G003061006000720_11.0,34.1,34.1
S002761001000110_11.0,3.9,3.9
S002761001000210_11.0,45.6,45.6
S002761001000310_11.0,319.4,50
S002761001000510_11.0,25.3,25.3
G003061003001710_14.0,44.1,44.1
G003061006000110_14.0,47.5,47.5
G003061006000210_14.0,46.8,46.8
G003061006000310_14.0,44.1,44.1
G003061006000510_14.0,48.2,48.2
G003061006000810_14.0,41.1,41.1
G003061006001010_14.0,40.2,40.2
G003061007000110_14.0,38.7,38.7
G003061007000210_14.0,41,41
G006961002000210_1.0,362,50
G008561001000510_14.0,47.1,47.1
G008561001000610_14.0,38.8,38.8
G003061003001420_14.0,72.7,50
G300161001001520_15.0,36.1,36.1
G300161001001810_15.0,46.6,46.6
G300161001001910_15.0,38.3,38.3
G300161001000110_15.0,39.4,39.4
G300161001000210_15.0,40.9,40.9
G065E61002000210_15.0,31.7,31.7
G065E61002000310_15.0,46.7,46.7
G065E61002000410_15.0,46.4,46.4
G065E61002000510_15.0,45.6,45.6
G003061001000810_15.0,43.6,43.6
G030N61001000110_15.0,33.3,33.3
G030N61001000210_15.0,45.9,45.9
G030N61001000410_15.0,44.3,44.3
G030N61001000510_15.0,41,41
G300161001001620_12.0,27,27
G701161001001710_11.0,47.2,47.2
G003061002000110_4.0,50,50
G003061002000210_4.0,51.7,50
G003061002000310_4.0,46.7,46.7
G003061002000410_4.0,13.5,13.5
G003061007000120_11.0,40.3,40.3
G003061006001020_11.0,44.2,44.2
G003061006000820_11.0,46.1,46.1
G003061006000520_11.0,41.9,41.9
G006961001002010_11.0,38.5,38.5
G006561013000110_11.0,34.3,34.3
G006561013000210_11.0,40,40
G065E61006000610_11.0,41.7,41.7
G065E61006000710_11.0,41,41
G065E61006000810_11.0,40.4,40.4
G065E61005000110_11.0,41.9,41.9
G065E61005000210_11.0,42.4,42.4
G065E61005000310_11.0,24.3,24.3
G065E61005000410_11.0,49.3,49.3
G065E61005000510_11.0,16.8,16.8
G065E61005000610_11.0,44.2,44.2
G065E61005000710_11.0,40.4,40.4
G300161001000710_13.0,36,36
G300161001000810_13.0,41.5,41.5
G006561009000510_13.0,27.6,27.6
G006561009000610_13.0,42.4,42.4
G006561009000710_13.0,21.1,21.1
G006561009000810_13.0,41,41
G006561009000910_13.0,42.1,42.1
G006561011000110_13.0,34.7,34.7
G006561011000310_13.0,39.8,39.8
G701161001001220_13.0,62.8,50
G701161001001020_13.0,43.3,43.3
G701161001003220_13.0,45.1,45.1
G701161001001010_13.0,27.6,27.6
G701161001001210_13.0,44,44
G006561011000420_13.0,27.5,27.5
G006561011000120_13.0,31.6,31.6
G006561009000920_13.0,37.4,37.4
G006561009000820_13.0,40.4,40.4
G006561009000720_13.0,38.3,38.3
G006561009000620_13.0,18.7,18.7
G006561009000520_13.0,42.2,42.2
G006561009000320_13.0,25.5,25.5
G004061002001120_12.0,72,50
G007061002000820_12.0,43.4,43.4
G007061002000720_12.0,56.7,50
G007061002000620_12.0,36.1,36.1
G007061002000520_12.0,26.1,26.1
G007061002000420_12.0,41.3,41.3
G007061002000320_12.0,43.6,43.6
G007061002000220_12.0,42.9,42.9
G007061002000120_12.0,44.6,44.6
S000161001000210_11.0,63.6,50
G701161002000120_11.0,38.7,38.7
G701161001001820_11.0,31.9,31.9
G701161001001720_11.0,45.8,45.8
G701161001001620_11.0,41.1,41.1
G701161001001810_11.0,36.7,36.7
G701161002000110_11.0,49.8,49.8
G701161002000210_11.0,37.6,37.6
G006961001000720_12.0,35.3,35.3
G003061004000110_11.0,41.1,41.1
G003061005000110_11.0,42.7,42.7
G003061005000210_11.0,24.8,24.8
G701161001000810_16.0,23.4,23.4
G300161001001820_15.0,37.7,37.7
S003061001000720_11.0,43.5,43.5
G003061007000120_13.0,38.5,38.5
G003061006001020_13.0,45.1,45.1
G003061006000820_13.0,45.2,45.2
G003061006000520_13.0,39.7,39.7
G030N61001001610_11.0,47.2,47.2
G065E61003000110_11.0,14.4,14.4
G002261001000920_11.0,43.4,43.4
G701161002001010_13.0,37.5,37.5
S002861001000310_11.0,32.3,32.3
S002861001000410_11.0,164.1,50
S002861001000220_11.0,19.8,19.8
S002861001000120_11.0,40.6,40.6
G006561006000620_12.0,42.5,42.5
G006561006000520_12.0,42.5,42.5
G006561006000420_12.0,41.8,41.8
G006561006000220_12.0,38.2,38.2
G007061006001610_12.0,38.6,38.6
S003061001000110_11.0,32.4,32.4
G004061001000710_11.0,44.9,44.9
G004061001000810_11.0,42.8,42.8
G007061002000310_11.0,42.5,42.5
G007061001000720_11.0,36.6,36.6
G007061001000520_11.0,41.9,41.9
G007061001000320_11.0,38.7,38.7
G007061001000220_11.0,34.9,34.9
S002761001000320_16.0,30.7,30.7
G004061001000620_11.0,45.3,45.3
G004061001000520_11.0,45.3,45.3
G004061001000420_11.0,40.2,40.2
G004061001000320_11.0,40.9,40.9
G004061001000220_11.0,41.2,41.2
G006561013000620_12.0,40.2,40.2
G006561013000520_12.0,41.7,41.7
G006561013000320_12.0,38.2,38.2
G006561013000220_12.0,43.4,43.4
G006561013000120_12.0,42.1,42.1
G006561014000120_12.0,38.1,38.1
G003061007000110_11.0,39.5,39.5
G003061007000210_11.0,40.4,40.4
G007061001000310_12.0,34.7,34.7
G007061001000510_12.0,45.1,45.1
G007061001000610_12.0,47,47
G007061001000710_12.0,37.3,37.3
G007061002000410_12.0,45.2,45.2
G007061002000510_12.0,44.2,44.2
G007061002000610_12.0,30.5,30.5
G007061002000710_12.0,37.8,37.8
G007061002000810_12.0,56.5,50
G004061002001110_12.0,41.3,41.3
G006561006000720_11.0,37.8,37.8
G006561006000520_11.0,44.1,44.1
G006561006000420_11.0,44.1,44.1
G006561006000220_11.0,40,40
G000561005000920_12.0,36.1,36.1
G008561002000220_12.0,45.2,45.2
G008561002000120_12.0,45.8,45.8
G300161001001720_13.0,38.9,38.9
G003061003000110_13.0,43.2,43.2
G003061003000210_13.0,45.1,45.1
G701161001003210_11.0,101.9,50
G003061007000210_1.0,49,49
G003061003000510_22.0,51,50
G003061003000610_22.0,42,42
G003061003000520_22.0,41.1,41.1
G003061003000420_22.0,20.4,20.4
G006961001001110_13.0,9.8,9.8
G006561011000410_1.0,52.1,50
G000561005000910_4.0,44.2,44.2
G000561006000110_4.0,43.2,43.2
G000561005000920_1.0,45.5,45.5
G000561004000110_1.0,52.1,50
G000561004000310_1.0,30.7,30.7
G300161001001310_2.0,48.6,48.6
G300161001001510_2.0,50.8,50
G003061003000310_2.0,53.5,50
G003061003000810_2.0,50.1,50
G003061003000910_2.0,50.9,50
G003061003001010_2.0,54.1,50
G003061003001110_2.0,53.7,50
G003061003001210_2.0,54.1,50
G003061003001310_2.0,54.6,50
G003061003001610_2.0,54,50
G003061003001710_2.0,51.1,50
G003061006000110_2.0,54.7,50
G003061006000210_2.0,53.8,50
G003061006000310_2.0,53.1,50
G003061006000510_2.0,55.6,50
G008561004000410_2.0,20.9,20.9
G008561003000110_2.0,45.1,45.1
G008561003000210_2.0,26.3,26.3
G008561003000310_2.0,46.5,46.5
G008561003000410_2.0,23.5,23.5
G701161002000920_2.0,64.8,50
G004061001000610_3.0,50.7,50
G004061001000710_3.0,51.4,50
G004061001000810_3.0,48.9,48.9
G007061002000110_3.0,48.4,48.4
G007061002000210_3.0,50.2,50
G007061002000310_3.0,49.2,49.2
G007061001000720_3.0,44.6,44.6
G007061001000620_3.0,47,47
S003061001000110_3.0,31.4,31.4
G351161002000820_1.0,35.8,35.8
G065W61002000520_1.0,62.6,50
G006961001001020_15.0,22.8,22.8
G065W61003000320_15.0,40.6,40.6
G065W61003000220_15.0,31.7,31.7
G065W61003000120_15.0,34.8,34.8
G065W61002000820_15.0,39.8,39.8
G065W61002000720_15.0,34,34
G065W61002000620_15.0,31.5,31.5
G065W61002000420_15.0,35.5,35.5
G065W61002000320_15.0,30.7,30.7
G065W61002000220_15.0,41.8,41.8
G065W61002000120_15.0,44,44
G006561007000120_15.0,33.9,33.9
G006561006000920_15.0,39,39
G006561006000820_15.0,31.3,31.3
G006561006000620_15.0,38.7,38.7
G006561006000520_15.0,39.7,39.7
G006561006000420_15.0,38.5,38.5
G006561006000220_15.0,26,26
G006561006000120_15.0,47.4,47.4
G006561005000520_15.0,40.6,40.6
G006561005000420_15.0,75.9,50
G006561005000220_15.0,43.9,43.9
G006561005000120_15.0,42.1,42.1
G006561004000420_15.0,43.4,43.4
G006561004000320_15.0,43.8,43.8
G006561004000220_15.0,39.4,39.4
G006561004000120_15.0,42.8,42.8
G006561003000520_15.0,29.8,29.8
G006561003000420_15.0,42.7,42.7
G006561003000320_15.0,18,18
G006561001000610_12.0,37.1,37.1
G006561002000110_12.0,43.2,43.2
S002761001000310_16.0,321.7,50
S002761001000510_16.0,25,25
G701161001000810_11.0,32.3,32.3
S001561001000120_12.0,39.7,39.7
G007061005000610_14.0,35.2,35.2
G007061005000710_14.0,32,32
G007061005000810_14.0,46.2,46.2
G007061005000910_14.0,41.3,41.3
G002261001000420_11.0,46.3,46.3
G002261001002320_11.0,45.9,45.9
G065E61006000220_11.0,44.3,44.3
G004061001000520_12.0,46.3,46.3
G004061001000420_12.0,41.6,41.6
G006961001000810_11.0,40.5,40.5
G006961001000910_11.0,46.1,46.1
G221161001000810_11.0,40.5,40.5
G221161001001810_11.0,31,31
G221161001000910_11.0,121.2,50
G221161001001010_11.0,43.8,43.8
G065W61001000110_11.0,42.3,42.3
G065W61001000210_11.0,46.1,46.1
