id,speed_origin,speed
G000561001000520_23.0,22.2,22.2
G000561001000420_23.0,30.8,30.8
G000561001000320_23.0,40.4,40.4
G000561001000220_23.0,27.6,27.6
G000561001000120_23.0,37.6,37.6
G003061005000210_23.0,27.8,27.8
G003061005000410_23.0,33.5,33.5
G008561001000220_4.0,49.5,49.5
G008561001000120_4.0,46.3,46.3
G003061002000120_24.0,43,43
G003061001001320_24.0,43.4,43.4
G003061001001220_24.0,41.6,41.6
G003061001001120_24.0,7.5,7.5
G003061001001020_24.0,39.3,39.3
G065E61002000120_24.0,32.1,32.1
G065E61005000720_24.0,38,38
G065E61005000520_24.0,46.2,46.2
G065E61005000420_24.0,31,31
G351161002000720_24.0,42,42
G351161002000620_24.0,44,44
G351161002000320_24.0,331.2,50
G004061002000910_24.0,19.2,19.2
G004061002001010_24.0,37.3,37.3
G003061006000810_24.0,32.4,32.4
G003061006001010_24.0,34.4,34.4
G003061005000210_24.0,27.7,27.7
G003061005000410_24.0,34.2,34.2
S000161001000210_16.0,55.4,50
S000161001000310_16.0,32.5,32.5
G000561001000210_22.0,40.9,40.9
G000561001000310_22.0,40.3,40.3
G065W61002000710_21.0,43.2,43.2
G065W61002000810_21.0,48.8,48.8
G065W61003000110_21.0,50.3,50
G181261003000120_15.0,47.9,47.9
G002261001000210_22.0,41,41
G065E61006000520_22.0,45.7,45.7
G065E61006000420_22.0,41.5,41.5
G065E61006000320_22.0,42.7,42.7
G065E61006000220_22.0,42.3,42.3
G065E61006000120_22.0,19.2,19.2
G065E61004000820_22.0,23.1,23.1
G065E61004000720_22.0,36.4,36.4
G065E61004000620_22.0,42,42
G065E61004000520_22.0,39.8,39.8
G002061001000210_21.0,36.6,36.6
G002061002000110_21.0,41.8,41.8
G002061002000210_21.0,43.2,43.2
G002061002000310_21.0,268.5,50
G002061002000410_21.0,30.8,30.8
G002061002000510_21.0,38.9,38.9
G002061002000610_21.0,39.7,39.7
G221161001000410_21.0,41.5,41.5
S000161001000410_16.0,35.9,35.9
S000161001000220_16.0,38.7,38.7
G000561005000420_21.0,46.9,46.9
G003061005000220_3.0,36.3,36.3
S002861001000420_3.0,43.1,43.1
G002061001000210_3.0,41.3,41.3
S001561001000320_2.0,48.3,48.3
S001561001000220_2.0,50.3,50
G008561001000310_3.0,49.8,49.8
G000561006000320_26.0,25.1,25.1
G000561006000220_26.0,44.2,44.2
G000561006000120_26.0,35.7,35.7
G351161001000420_21.0,42.4,42.4
G351161001000320_21.0,40.1,40.1
G351161001000220_21.0,15.2,15.2
G351161001000120_21.0,46.4,46.4
G007061002000320_22.0,33.9,33.9
G007061002000220_22.0,41.9,41.9
G007061002000120_22.0,40.3,40.3
G701161002001420_12.0,37.8,37.8
G181261003001020_22.0,54.6,50
G006561001000210_23.0,43,43
G006561001000310_23.0,44.3,44.3
G006561001000510_23.0,45.3,45.3
G221161001000310_23.0,38.1,38.1
S000161001000320_14.0,40.7,40.7
S000161001000220_14.0,33,33
G002261001001220_22.0,42.9,42.9
G002261001001120_22.0,44.8,44.8
G002261001001020_22.0,34.5,34.5
G006961001000610_21.0,44.5,44.5
G006961001002010_22.0,38.3,38.3
G221161001000310_24.0,38.8,38.8
S001561001000420_2.0,39.6,39.6
G006561001000510_21.0,46.8,46.8
G000561006000320_23.0,32.5,32.5
G000561006000220_23.0,36.2,36.2
G000561006000120_23.0,33,33
G000561005000920_23.0,26.3,26.3
G003061006000320_23.0,38.2,38.2
G065E61001000820_23.0,19.9,19.9
G181261001000210_23.0,8.4,8.4
G006561001000510_22.0,46.3,46.3
G000561001000910_21.0,43.6,43.6
G000561001001010_21.0,45,45
G000561001001110_21.0,43.7,43.7
G000561001001210_21.0,38.7,38.7
G000561002000210_21.0,41.8,41.8
G701161001000310_23.0,38.6,38.6
G701161001000410_23.0,23,23
G701161001000510_23.0,35.3,35.3
G701161001000610_23.0,36.4,36.4
G701161001000710_23.0,44,44
G701161001000810_23.0,18.5,18.5
G000561005000110_12.0,33.7,33.7
G000561005000210_12.0,44.8,44.8
G006561009000320_23.0,30,30
G006561009000220_23.0,39.9,39.9
G006561009000120_23.0,39.4,39.4
G221161001000410_24.0,40.5,40.5
G221161001000510_24.0,36.4,36.4
G221161001000610_24.0,45,45
G691161001000210_13.0,233.7,50
G691161001000310_13.0,16.6,16.6
G691161001000410_13.0,44.2,44.2
G691161001000510_13.0,44.2,44.2
G007061006001620_22.0,36.9,36.9
G007061006001520_22.0,39.6,39.6
G007061006001420_22.0,36.1,36.1
G007061007000220_22.0,28.5,28.5
G007061006001320_22.0,31.5,31.5
G007061006001220_22.0,41.9,41.9
G007061005001120_22.0,43.7,43.7
G007061005001020_22.0,46.8,46.8
G007061005000920_22.0,44.5,44.5
G007061005000820_22.0,41.9,41.9
G004061001000720_23.0,41,41
G004061001000620_23.0,42.7,42.7
G065E61001000720_26.0,29.4,29.4
G065E61001000620_26.0,31.6,31.6
G065E61001000520_26.0,4.8,4.8
G065E61001000420_26.0,32.4,32.4
G065E61001000320_26.0,39.6,39.6
G065E61001000220_26.0,46.9,46.9
G181261003000920_26.0,32.4,32.4
G181261003000820_26.0,34.4,34.4
G181261003000720_26.0,17.3,17.3
G181261003000520_26.0,36.4,36.4
G181261003000420_26.0,11.6,11.6
G181261003000320_26.0,37.1,37.1
G181261003000120_26.0,33.3,33.3
G006961001001010_22.0,24.1,24.1
G006561009000220_24.0,40.9,40.9
G006561009000120_24.0,39.9,39.9
G065W61003000620_24.0,44.4,44.4
G065W61003000520_24.0,40.6,40.6
G065W61001000520_21.0,43.7,43.7
G065W61001000420_21.0,43.8,43.8
G065W61001000320_21.0,41.9,41.9
G065W61001000220_21.0,40.1,40.1
G000561005000820_16.0,37.1,37.1
G000561005000720_16.0,43,43
G221161001000310_4.0,43.3,43.3
G221161001000410_4.0,45.3,45.3
G221161001000310_2.0,42.4,42.4
G221161001000410_2.0,43.5,43.5
G065E61002000110_2.0,48.1,48.1
G008561001000210_23.0,42.3,42.3
G008561001000310_23.0,43.9,43.9
G008561001000410_23.0,22.2,22.2
G008561001000510_23.0,43.6,43.6
G008561001000610_23.0,32.6,32.6
G008561001000710_23.0,41.7,41.7
G003061006000710_23.0,38.9,38.9
G003061006000520_23.0,37.3,37.3
G004061002000920_23.0,42.8,42.8
G004061002000720_23.0,35.4,35.4
G004061002000520_23.0,33.2,33.2
G004061002000420_23.0,12.6,12.6
G004061002000320_23.0,40.5,40.5
G004061002000220_23.0,40.1,40.1
G004061002000120_23.0,43.7,43.7
G004061001000820_23.0,39.4,39.4
G004061001000520_23.0,42.1,42.1
G300161001001510_21.0,45.6,45.6
G008561001000120_21.0,42.2,42.2
G003061005000220_4.0,35.8,35.8
G007061006001710_21.0,49.2,49.2
G008561004000320_24.0,17.1,17.1
G030N61001000520_24.0,42.7,42.7
G000561001000420_24.0,29.7,29.7
G000561001000320_24.0,41.8,41.8
G000561001000220_24.0,28.5,28.5
G000561001000120_24.0,38.3,38.3
G008561001000210_2.0,45.1,45.1
G008561001000310_2.0,49.9,49.9
G003061005000220_23.0,33.8,33.8
G003061005000120_23.0,14.6,14.6
G003061004000120_23.0,37.2,37.2
G003061006000920_23.0,43.1,43.1
G003061006000620_23.0,36.5,36.5
G003061006000420_23.0,38.2,38.2
G004061002000910_23.0,13,13
G004061002001010_23.0,37.5,37.5
G004061002001310_23.0,37.7,37.7
S000161001000210_15.0,95.1,50
G701161002001010_15.0,41.4,41.4
G701161002001110_15.0,42,42
G701161002001210_15.0,36.2,36.2
G701161002001310_15.0,34.3,34.3
G701161002001410_15.0,35.2,35.2
G701161002001510_15.0,32.2,32.2
G003061001000120_22.0,40.7,40.7
G351161002000310_21.0,39.1,39.1
G351161002000410_21.0,431.3,50
G351161002000710_21.0,41.5,41.5
G351161002000810_21.0,25.4,25.4
G351161002000910_21.0,26,26
G351161002001010_21.0,140,50
G351161002001110_21.0,26,26
G351161001000110_21.0,34.6,34.6
G351161001000210_21.0,41.3,41.3
G351161001000310_21.0,25.9,25.9
G351161001000410_21.0,40.6,40.6
G000561001001120_21.0,44.1,44.1
G000561001001020_21.0,45.3,45.3
G000561001000920_21.0,45.7,45.7
G007061005000610_22.0,32.1,32.1
G007061006001510_22.0,36.8,36.8
G007061006001610_22.0,37.4,37.4
G002061001000420_4.0,41.9,41.9
G002061001000320_4.0,40.6,40.6
G701161001001710_24.0,46.4,46.4
G701161001001810_24.0,34.9,34.9
G701161002000110_24.0,42.6,42.6
G701161002000210_24.0,19.4,19.4
G701161002000310_24.0,36.4,36.4
G701161002000410_24.0,39.5,39.5
G701161002000510_24.0,44.1,44.1
G701161002000610_24.0,43.6,43.6
G701161002000710_24.0,20.7,20.7
G701161002000810_24.0,43.9,43.9
G701161002000910_24.0,44.3,44.3
G701161002001010_24.0,40.5,40.5
G002061002000610_4.0,44.2,44.2
G002061002000320_22.0,37.2,37.2
G002061002000220_22.0,43.1,43.1
G002061002000120_22.0,44,44
G002061001000520_22.0,33.7,33.7
G002061001000420_22.0,35.5,35.5
G002061001000320_22.0,29.7,29.7
G002061001000220_22.0,41.2,41.2
G002061001000120_22.0,40,40
G002061003000720_26.0,44.7,44.7
G002061003000620_26.0,30,30
G002061003000520_26.0,40.9,40.9
G002061003000420_26.0,43.6,43.6
G002061003000320_26.0,44.3,44.3
G002061003000220_26.0,34.9,34.9
G002061003000120_26.0,40.2,40.2
G002061002000620_26.0,45.2,45.2
G002061002000520_26.0,25.8,25.8
G002061002000420_26.0,29.8,29.8
G002061002000320_26.0,13.3,13.3
G002061002000220_26.0,40.2,40.2
G002061002000120_26.0,39.4,39.4
G002061001000520_26.0,30.8,30.8
G002061001000420_26.0,33,33
G002061001000320_26.0,24.3,24.3
G002061001000220_26.0,32.9,32.9
G002061001000120_26.0,33.6,33.6
G006561013000520_23.0,39.9,39.9
G701161001001020_23.0,39.7,39.7
G701161001003220_23.0,42.2,42.2
G701161001000920_23.0,41.3,41.3
G701161001000820_23.0,35.5,35.5
G701161001000720_23.0,23.6,23.6
G221161001000720_21.0,16.4,16.4
G002061002000620_21.0,47,47
G002061002000520_21.0,45.9,45.9
G002061002000420_21.0,42.6,42.6
G002061002000320_21.0,33.2,33.2
G002061002000220_21.0,45.8,45.8
G002061002000120_21.0,46,46
G002061001000520_21.0,37.4,37.4
G002061001000420_21.0,39.8,39.8
S001561001000320_24.0,42.6,42.6
S001561001000220_24.0,42.1,42.1
G006561013000620_23.0,34.7,34.7
G000561003000320_16.0,42,42
G065E61004000210_23.0,40.4,40.4
G181261001000620_26.0,31.2,31.2
G181261001000520_26.0,29.8,29.8
G181261001000420_26.0,160.7,50
G181261001000320_26.0,20.4,20.4
G181261001000120_26.0,38.4,38.4
G006561013000510_24.0,39.4,39.4
G006561013000610_24.0,39.5,39.5
G006561013000710_24.0,31.1,31.1
G006561013000710_23.0,26.2,26.2
G006561013000810_23.0,36.6,36.6
G008561001000220_22.0,40.4,40.4
G008561001000120_22.0,41.3,41.3
G065E61005000210_15.0,39.7,39.7
G002261001000410_22.0,44.2,44.2
G002261001002410_22.0,43.2,43.2
G002261001000420_22.0,42.9,42.9
G002261001002310_23.0,38.1,38.1
G002261001000410_23.0,36.8,36.8
G002261001002410_23.0,37.4,37.4
G000561004000520_22.0,20.9,20.9
G000561004000320_22.0,37.6,37.6
G000561004000220_22.0,24.4,24.4
G000561004000120_22.0,33.4,33.4
G000561003000520_22.0,42.3,42.3
G000561003000420_22.0,48.1,48.1
G000561003000320_22.0,37.6,37.6
G006561007000510_15.0,32.6,32.6
G006561007000610_15.0,19.2,19.2
G065E61006000610_22.0,41.3,41.3
G065E61006000710_22.0,40.6,40.6
G065E61006000810_22.0,40.4,40.4
G065E61005000110_22.0,43.2,43.2
G065E61005000610_22.0,43.4,43.4
G065E61002000110_22.0,46.2,46.2
G006561007000110_21.0,42.6,42.6
G006561007000410_21.0,44.3,44.3
G006561008000210_11.0,39.8,39.8
G000561002000320_4.0,50.6,50
G003061001001420_21.0,11.1,11.1
G004061002001120_22.0,70.6,50
G006561009000310_23.0,34,34
S003061001000110_23.0,24.9,24.9
G007061002000310_24.0,35,35
G007061001000720_24.0,30.3,30.3
G007061002000220_24.0,43.8,43.8
G007061002000120_24.0,43.1,43.1
G065W61003000220_22.0,40.7,40.7
G065W61003000120_22.0,41.4,41.4
G003061001001120_22.0,30.8,30.8
G221161002000620_4.0,21.7,21.7
G006561006000210_26.0,25.8,25.8
G006561006000610_26.0,34.7,34.7
G006561006000710_26.0,32.6,32.6
G006561006000810_26.0,41.3,41.3
G006561007000110_26.0,44.2,44.2
G006561007000410_26.0,32.4,32.4
G006561007000510_26.0,33.2,33.2
G006561007000610_26.0,38.5,38.5
G006561008000410_26.0,33,33
G065W61003000520_22.0,45.1,45.1
G351161003000620_3.0,40,40
G351161003000520_3.0,135.1,50
G065E61005000320_24.0,20,20
G065E61005000410_24.0,50.6,50
G065E61005000510_24.0,13.2,13.2
G065E61005000610_24.0,43.9,43.9
G006561004000310_21.0,39.1,39.1
G006561011000320_3.0,45.7,45.7
G003061003001510_22.0,118.9,50
G006561006000220_24.0,37.3,37.3
G691161001000210_14.0,252.8,50
G691161001000310_14.0,16.7,16.7
G065E61001000910_21.0,44.4,44.4
G006961002000310_22.0,40.2,40.2
G006961002000220_22.0,23.6,23.6
G002261001002420_15.0,43,43
G221161002000320_21.0,40.1,40.1
S001461001000110_3.0,12.9,12.9
S001461001000210_3.0,238.8,50
G002261001001020_4.0,49.7,49.7
G002261001000920_4.0,45.1,45.1
G002261001001010_4.0,43,43
G002261001001110_4.0,46.3,46.3
G000561003000220_2.0,25.9,25.9
G351161001000220_4.0,43.4,43.4
G007061005000910_23.0,10.5,10.5
G007061005001010_23.0,30,30
G007061005001110_23.0,31.3,31.3
G007061006001210_23.0,32.1,32.1
G007061006001310_23.0,29.6,29.6
G007061007000210_23.0,8.9,8.9
G007061006001510_23.0,20,20
S002861001000210_26.0,19.7,19.7
G008561004000410_26.0,14,14
G008561003000110_26.0,41.1,41.1
G008561003000210_26.0,41.4,41.4
G008561003000310_26.0,43.6,43.6
G008561003000410_26.0,10.6,10.6
G000561004000320_14.0,34.7,34.7
G006561009000210_23.0,39.2,39.2
G000561004000720_12.0,35.9,35.9
G006561006000610_23.0,39.9,39.9
G006561006000910_23.0,37.1,37.1
G006561007000110_23.0,36,36
G006561007000410_23.0,33.5,33.5
G000561004000610_14.0,28.2,28.2
G007061002000120_23.0,40.2,40.2
G002061001000320_24.0,30.8,30.8
G002061001000510_24.0,32.2,32.2
G065E61001000920_24.0,22.4,22.4
G065E61001000820_24.0,13.9,13.9
G065E61001000720_24.0,44.2,44.2
G003061006001020_24.0,43.7,43.7
G000561004000520_14.0,32,32
G000561004000620_14.0,31.2,31.2
G006561006000610_24.0,44.1,44.1
G000561004000710_14.0,30.9,30.9
G007061006001520_24.0,40.3,40.3
S001461001000110_22.0,12.8,12.8
G065W61001000610_22.0,44,44
G065W61002000210_22.0,42.1,42.1
G065W61002000310_22.0,42,42
G065W61002000410_22.0,47.2,47.2
G065W61003000110_22.0,45.8,45.8
G065W61003000210_22.0,42.2,42.2
G006561011000420_23.0,35.7,35.7
S001561001000410_24.0,42.2,42.2
G065E61002000720_24.0,13.7,13.7
S002161001000520_23.0,14.5,14.5
S002161001000420_23.0,41.2,41.2
S002161001000320_23.0,37.5,37.5
S002161001000220_23.0,42.3,42.3
G006561011000120_23.0,33.9,33.9
G006561009000920_23.0,36.9,36.9
G006561009000820_23.0,40.1,40.1
G006561009000720_23.0,37.1,37.1
G701161001000410_24.0,13.3,13.3
G701161001000510_24.0,33.9,33.9
G701161002000820_23.0,41.7,41.7
G701161002000720_23.0,44.2,44.2
G065E61005000220_24.0,178.7,50
G000561005000620_23.0,42.9,42.9
G701161002000520_23.0,31.6,31.6
G701161002000420_23.0,38.2,38.2
G701161002000320_23.0,29.9,29.9
G701161002000220_23.0,43.6,43.6
G701161002000120_23.0,33.9,33.9
G701161001001820_23.0,29.7,29.7
S002861001000320_23.0,130,50
G008561001000720_23.0,17.3,17.3
G065E61005000310_24.0,23.1,23.1
G181261001000210_14.0,7.2,7.2
G701161002000610_23.0,40.5,40.5
G701161001001410_23.0,42.1,42.1
G006561009000810_23.0,41,41
G006561009000910_23.0,41.5,41.5
G006561007000620_24.0,28.8,28.8
S003261001000610_23.0,42,42
S003261001000710_23.0,47.3,47.3
G181261003000410_23.0,37.3,37.3
S001561001000310_23.0,46.5,46.5
G030N61001001520_21.0,46.2,46.2
G006561006000210_21.0,31.6,31.6
S001561001000310_4.0,53.3,50
G065E61006000510_23.0,39.7,39.7
G002261001000220_23.0,41,41
G002261001000120_23.0,40.9,40.9
G065E61006000110_22.0,39.7,39.7
G065E61006000210_22.0,31.7,31.7
G065E61006000310_22.0,40.7,40.7
G065E61006000410_22.0,42,42
G065E61006000510_22.0,32.6,32.6
G002261001000120_22.0,39.3,39.3
G008561002000110_22.0,44.2,44.2
G000561006000110_22.0,34.8,34.8
G000561006000210_22.0,39.2,39.2
G000561006000310_22.0,28.3,28.3
G000561007000110_22.0,40.8,40.8
G006561001000620_21.0,47.1,47.1
G065W61003000710_24.0,45,45
G000561006000210_26.0,35.2,35.2
G000561006000310_26.0,36.9,36.9
G000561007000110_26.0,34.2,34.2
G004061002001120_26.0,73.5,50
G007061002000820_26.0,44.9,44.9
G007061002000720_26.0,57.1,50
G007061002000620_26.0,34.2,34.2
G007061002000520_26.0,28.4,28.4
G007061002000420_26.0,40.7,40.7
G007061002000320_26.0,46.4,46.4
G007061002000220_26.0,45.4,45.4
G007061002000120_26.0,47.6,47.6
G004061001000820_26.0,45.2,45.2
G004061001000720_26.0,42.1,42.1
G000561004000210_22.0,27.1,27.1
S002861001000510_21.0,45.2,45.2
G421361001000120_4.0,46.9,46.9
G008561001000120_3.0,45.9,45.9
S002161001000120_24.0,44.5,44.5
G006561009000510_23.0,28.3,28.3
G006561009000610_23.0,40.9,40.9
G006961001002020_23.0,27.3,27.3
G006961001001920_23.0,35.5,35.5
G006961001001920_22.0,42,42
G006561009000210_24.0,38.2,38.2
G006561009000310_24.0,33.4,33.4
G006561009000510_24.0,21.6,21.6
G006561009000610_24.0,40.5,40.5
G006561009000810_24.0,42.2,42.2
G006561009000910_24.0,40.1,40.1
G006561011000110_24.0,35.3,35.3
G006561011000310_24.0,33.9,33.9
G006561014000110_24.0,65.7,50
G004061002001020_24.0,42.1,42.1
G004061002000920_24.0,44.5,44.5
G006561001000220_24.0,44,44
G006561001000120_24.0,49.1,49.1
G000561003000310_12.0,45.4,45.4
G002261001000820_2.0,45,45
S002861001000420_21.0,43.5,43.5
S002861001000320_21.0,162.8,50
G000561006000320_22.0,33.3,33.3
G000561006000220_22.0,26.2,26.2
G000561006000120_22.0,38.7,38.7
G000561005000920_22.0,28.1,28.1
G000561005000820_22.0,31.9,31.9
G000561005000720_22.0,43,43
G000561005000620_22.0,45.7,45.7
G000561005000320_22.0,49.5,49.5
G000561005000220_22.0,46.4,46.4
G002261001000210_21.0,41.1,41.1
S001561001000420_4.0,45.3,45.3
S001561001000320_4.0,49.7,49.7
S001561001000220_4.0,48.3,48.3
G691161001000510_14.0,45.8,45.8
G221161002000520_21.0,43.3,43.3
G002061001000210_22.0,34,34
G002061002000410_22.0,22.9,22.9
G002261001001220_24.0,44,44
G003061004000120_21.0,44.3,44.3
G003061006001020_2.0,48.6,48.6
G007061006001320_23.0,28.2,28.2
G007061006001220_23.0,39.4,39.4
G007061005001120_23.0,40.4,40.4
G007061006001620_26.0,37.3,37.3
G007061006001520_26.0,38.8,38.8
G007061006001420_26.0,41.8,41.8
G007061007000220_26.0,28.7,28.7
G351161003000510_26.0,38.1,38.1
G351161003000610_26.0,98.2,50
G351161003000710_26.0,15.3,15.3
G003061006000710_26.0,42.9,42.9
G003061006000520_26.0,37.1,37.1
G006561006000620_23.0,31.2,31.2
G006561006000220_23.0,32.8,32.8
G008561002000220_22.0,44.4,44.4
G008561002000120_22.0,44.1,44.1
G701161002000820_22.0,43.6,43.6
G701161002000720_22.0,44.5,44.5
G701161002000620_22.0,28.3,28.3
G000561005000520_22.0,49.1,49.1
G000561005000420_22.0,50.7,50
G030N61001000110_23.0,22.9,22.9
G030N61001000210_23.0,36.1,36.1
G030N61001000410_23.0,34.7,34.7
G181261001000210_15.0,23.9,23.9
G006961001002010_24.0,34.6,34.6
G006961001000110_24.0,29.1,29.1
G351161001000420_24.0,42.7,42.7
G351161001000320_24.0,40.8,40.8
G351161001000220_24.0,43.4,43.4
G351161001000120_24.0,45.5,45.5
G003061001001210_24.0,30,30
G065W61003000320_22.0,44.4,44.4
G065W61002000820_22.0,42.8,42.8
G351161001000210_22.0,41.6,41.6
G351161001000410_22.0,39.8,39.8
G006961001000120_22.0,45.1,45.1
G006561006000520_23.0,39.7,39.7
G006561006000420_23.0,36.9,36.9
G008561001000210_26.0,41.7,41.7
S000161001000310_14.0,31.2,31.2
G006961001000910_23.0,42.6,42.6
G006961001001010_23.0,25.5,25.5
G065E61006000420_24.0,41.7,41.7
G065E61004000120_24.0,43.8,43.8
G008561003000320_22.0,21.4,21.4
G008561003000220_22.0,43.5,43.5
G008561003000120_22.0,26.9,26.9
G008561004000420_22.0,41.9,41.9
G008561002000520_24.0,25,25
G008561002000320_24.0,42,42
G701161002000820_24.0,41.7,41.7
G701161002000720_24.0,42.5,42.5
G701161002000620_24.0,10.9,10.9
G003061001000210_24.0,35.4,35.4
G003061001000310_24.0,42.6,42.6
G003061001000410_24.0,35.3,35.3
G003061001000510_24.0,36.2,36.2
G003061001000610_24.0,37.3,37.3
G003061001000710_24.0,35.1,35.1
G003061001000910_24.0,22.8,22.8
G003061001001010_24.0,36.5,36.5
G003061001001110_24.0,36.1,36.1
G003061001001310_24.0,40.8,40.8
G003061002000110_24.0,39,39
G003061002000210_24.0,38,38
G003061002000310_24.0,35.9,35.9
G008561002000410_24.0,44.1,44.1
G008561002000510_24.0,40.9,40.9
G004061002001120_23.0,65,50
G007061002000820_23.0,37.9,37.9
G007061002000720_23.0,50.7,50
G007061002000620_23.0,33.8,33.8
G007061002000520_23.0,20.2,20.2
G007061002000420_23.0,38.4,38.4
G007061002000320_23.0,38.6,38.6
G007061002000220_23.0,39.2,39.2
G008561001000620_23.0,38.6,38.6
G008561001000520_23.0,42.7,42.7
G008561001000420_23.0,49.3,49.3
G008561001000320_23.0,18.6,18.6
G008561001000220_23.0,37.7,37.7
G008561001000120_23.0,36.3,36.3
G008561001000210_25.0,38.9,38.9
G008561001000310_25.0,41.2,41.2
G008561001000410_25.0,41,41
G008561001000510_25.0,39,39
G008561001000610_25.0,27.7,27.7
G008561001000710_25.0,40.5,40.5
G003061006000620_25.0,9,9
G003061006000420_25.0,34.2,34.2
G003061006000220_25.0,39.5,39.5
G003061006000120_25.0,40.5,40.5
G003061003001720_25.0,39.8,39.8
G003061003001620_25.0,33.5,33.5
G003061003001320_25.0,41.9,41.9
G003061003001220_25.0,41.2,41.2
G003061003001120_25.0,76.8,50
G003061003001020_25.0,57.8,50
G003061003000920_25.0,46.3,46.3
G003061003000820_25.0,40,40
G030N61001001420_25.0,30,30
G030N61001001320_25.0,40.7,40.7
G030N61001001220_25.0,44.1,44.1
G030N61001001120_25.0,41.2,41.2
G030N61001001020_25.0,40.1,40.1
G030N61001000920_25.0,39.9,39.9
G030N61001000820_25.0,14,14
G030N61001000720_25.0,30.6,30.6
G030N61001000620_25.0,47.4,47.4
G030N61001000520_25.0,42.5,42.5
G030N61001000420_25.0,39.8,39.8
G030N61001000220_25.0,41.2,41.2
G030N61001000120_25.0,39.7,39.7
G003061001000820_25.0,36.4,36.4
G003061001000720_25.0,44.8,44.8
G003061001000620_25.0,41.3,41.3
G003061001000520_25.0,41,41
G003061001000420_25.0,42.2,42.2
G003061001000320_25.0,38.8,38.8
G003061001000220_25.0,40.8,40.8
G003061001000120_25.0,39.9,39.9
G006961001001020_23.0,35.7,35.7
G007061002000510_23.0,34.9,34.9
G007061002000610_23.0,23.7,23.7
G007061002000710_23.0,35.7,35.7
G007061002000810_23.0,49,49
G004061002001110_23.0,36.3,36.3
G003061001000210_25.0,37.8,37.8
G003061001000310_25.0,45.1,45.1
G003061001000410_25.0,38.4,38.4
G003061001000510_25.0,38.2,38.2
G003061001000610_25.0,41,41
G003061001000710_25.0,38.3,38.3
G003061001000810_25.0,39,39
G030N61001000110_25.0,8.1,8.1
G030N61001000210_25.0,40.1,40.1
G030N61001000410_25.0,39.9,39.9
G030N61001000510_25.0,38.3,38.3
G030N61001000610_25.0,40.3,40.3
G030N61001000710_25.0,40.4,40.4
G030N61001000810_25.0,37.4,37.4
G030N61001000910_25.0,40.7,40.7
G030N61001001010_25.0,35.7,35.7
G030N61001001110_25.0,40.8,40.8
G007061005000910_25.0,8.6,8.6
G007061005001010_25.0,30.6,30.6
G007061005001110_25.0,33.2,33.2
G007061006001210_25.0,34.6,34.6
G007061006001310_25.0,30.6,30.6
G007061007000210_25.0,8.5,8.5
G002261001000210_24.0,39.9,39.9
G002261001000310_24.0,38.8,38.8
G065E61006000520_24.0,43.7,43.7
S002161001000520_24.0,17.9,17.9
G221161002000620_21.0,18.9,18.9
G006961001002010_4.0,41.3,41.3
G008561001000720_24.0,11.6,11.6
G008561001000620_24.0,36.1,36.1
G008561001000520_24.0,40.5,40.5
G008561001000420_24.0,47.1,47.1
G008561001000220_24.0,36.2,36.2
G008561001000120_24.0,36.3,36.3
G003061001000810_24.0,37.9,37.9
G030N61001000110_24.0,26,26
G030N61001000210_24.0,39,39
G030N61001000610_24.0,39.5,39.5
G002061001000420_23.0,37,37
G002061001000320_23.0,25.9,25.9
G002061001000220_23.0,39.8,39.8
G002061001000120_23.0,39.2,39.2
G002061001000210_24.0,31.8,31.8
G351161002000320_4.0,554.5,50
G006961001002010_7.0,29.2,29.2
G006961001000110_7.0,37.4,37.4
G006961001000310_7.0,33.4,33.4
G006961001000410_7.0,42,42
G006961001000510_7.0,42.1,42.1
G006961001000610_7.0,41.4,41.4
G006961001000710_7.0,40.6,40.6
G006961001000810_7.0,39.2,39.2
G006961001000910_7.0,40.6,40.6
G030N61001001110_7.0,40.7,40.7
G030N61001001210_7.0,39,39
G030N61001001310_7.0,39.4,39.4
G030N61001001410_7.0,42.4,42.4
G003061003000320_7.0,42.4,42.4
G003061003000220_7.0,41.5,41.5
G003061003000120_7.0,41.7,41.7
G300161001001520_7.0,11.1,11.1
G003061006000310_23.0,36.7,36.7
G003061006000510_23.0,39.6,39.6
G008561002000410_23.0,40.3,40.3
G008561002000510_23.0,36.4,36.4
G008561002000610_23.0,13.5,13.5
G002261001000910_21.0,39,39
G701161002000310_23.0,35.8,35.8
G701161002000410_23.0,38.5,38.5
G701161002000510_23.0,42.3,42.3
G701161002000710_23.0,16.8,16.8
G701161002000810_23.0,39.2,39.2
G701161002000910_23.0,39.8,39.8
G006561003000520_7.0,26.9,26.9
G006561003000420_7.0,42.4,42.4
G006561003000320_7.0,10.9,10.9
G006561003000220_7.0,51.6,50
G006561003000120_7.0,50.2,50
G002061003000110_7.0,252.1,50
G004061001000510_25.0,19.4,19.4
G004061001000610_25.0,40.5,40.5
G004061001000710_25.0,35.3,35.3
G004061001000810_25.0,31.5,31.5
G004061002000110_25.0,35,35
G004061002000210_25.0,29.2,29.2
G004061002000310_25.0,33.5,33.5
G004061002000410_25.0,35.7,35.7
G004061002000510_25.0,7.9,7.9
G004061002000710_25.0,33,33
G004061002000910_25.0,13.6,13.6
G004061002001010_25.0,36.6,36.6
G300161001001920_25.0,36.4,36.4
G300161001001820_25.0,21.8,21.8
G300161001001720_25.0,34.5,34.5
G003061003000310_25.0,38.1,38.1
G003061003000810_25.0,37.7,37.7
